航空公司,航班号,进机位时间,出机位时间,属性,航班任务,机型,最大旅客数
CZ,4524,2016-7-6 22:10:00,2016-7-7 8:00:00,国内,Y,788,500
CZ,4525,2016-7-6 21:15:00,2016-7-7 8:00:00,国内,Y,73G,268
CZ,4526,2016-7-6 22:40:00,2016-7-7 8:05:00,国内,Y,320,312
CZ,4527,2016-7-6 22:40:00,2016-7-7 8:05:00,国内,Y,320,312
CA,4528,2016-7-6 21:20:00,2016-7-7 8:05:00,国内,3,773,1100
MU,4529,2016-7-6 21:15:00,2016-7-7 8:05:00,国内,Y,738,378
HU,4530,2016-7-7 0:45:00,2016-7-7 8:10:00,国内,Y,788,500
CZ,4531,2016-7-6 23:30:00,2016-7-7 8:10:00,国内,Y,738,378
CZ,4532,2016-7-6 19:35:00,2016-7-7 8:10:00,国内,Y,752,478
CZ,4533,2016-7-3 21:55:00,2016-7-7 8:10:00,国内,Y,321,362
CZ,4534,2016-7-7 0:30:00,2016-7-7 8:15:00,国内,Y,320,312
CZ,4535,2016-7-6 23:50:00,2016-7-7 8:15:00,国内,Y,320,312
CZ,4536,2016-7-6 23:20:00,2016-7-7 8:15:00,国内,Y,320,312
CZ,4537,2016-7-6 22:05:00,2016-7-7 8:15:00,国际,Y,73W,298
CZ,4538,2016-7-7 6:00:00,2016-7-7 8:20:00,国际,Y,333,880
CZ,4539,2016-7-6 23:55:00,2016-7-7 8:20:00,国内,3,320,312
CZ,4540,2016-7-6 22:40:00,2016-7-7 8:20:00,国内,Y,738,378
CZ,4541,2016-7-6 19:25:00,2016-7-7 8:20:00,国内,Y,320,312
CZ,4542,2016-7-7 1:50:00,2016-7-7 8:25:00,国际,Y,738,378
CZ,4543,2016-7-6 22:45:00,2016-7-7 8:25:00,国内,Y,319,252
CZ,4544,2016-7-6 17:35:00,2016-7-7 8:25:00,国内,Y,319,252
CZ,4545,2016-7-5 20:45:00,2016-7-7 8:25:00,国内,Y,738,378
CZ,4546,2016-7-7 6:50:00,2016-7-7 8:30:00,国际,Y,321,362
CA,4547,2016-7-7 0:15:00,2016-7-7 8:30:00,国内,Y,319,252
MU,4548,2016-7-6 23:00:00,2016-7-7 8:30:00,国内,Y,738,378
CZ,4549,2016-7-6 22:50:00,2016-7-7 8:30:00,国内,Y,319,252
CZ,4550,2016-7-6 23:35:00,2016-7-7 8:35:00,国内,Y,E90,140
CZ,4551,2016-7-6 22:35:00,2016-7-7 8:35:00,国际,Y,319,252
CA,4552,2016-7-6 21:25:00,2016-7-7 8:35:00,国内,Y,321,362
CZ,4553,2016-7-7 6:00:00,2016-7-7 8:40:00,国际,Y,332,606
CZ,4554,2016-7-7 0:05:00,2016-7-7 8:40:00,国际,Y,738,378
CZ,4555,2016-7-6 20:45:00,2016-7-7 8:40:00,国际,Y,320,312
CZ,4556,2016-7-6 20:35:00,2016-7-7 8:40:00,国内,Y,738,378
CZ,4557,2016-7-7 6:00:00,2016-7-7 8:45:00,国内,Y,738,378
CZ,4558,2016-7-6 22:30:00,2016-7-7 8:45:00,国际,Y,320,312
ZH,4559,2016-7-7 1:10:00,2016-7-7 8:50:00,国内,Y,738,378
CZ,4560,2016-7-7 0:10:00,2016-7-7 8:50:00,国内,Y,319,252
CZ,4561,2016-7-6 23:35:00,2016-7-7 8:50:00,国内,3,738,378
ZH,4562,2016-7-7 7:55:00,2016-7-7 8:55:00,国内,Y,320,312
ZH,4563,2016-7-7 7:00:00,2016-7-7 8:55:00,国内,Y,320,312
CZ,4564,2016-7-7 6:25:00,2016-7-7 9:00:00,国际,Y,738,378
CZ,4565,2016-7-7 5:25:00,2016-7-7 9:00:00,国内,3,333,880
CZ,4566,2016-7-6 23:45:00,2016-7-7 9:00:00,国内,Y,320,312
CZ,4567,2016-7-6 18:10:00,2016-7-7 9:00:00,国际,Y,333,880
CZ,4568,2016-7-6 23:25:00,2016-7-7 9:05:00,国内,Y,E90,140
CA,4569,2016-7-6 22:25:00,2016-7-7 9:05:00,国内,Y,738,378
CZ,4570,2016-7-6 21:20:00,2016-7-7 9:05:00,国内,Y,319,252
CZ,4571,2016-7-5 11:40:00,2016-7-7 9:05:00,国际,Y,321,362
BK,4572,2016-7-7 0:55:00,2016-7-7 9:10:00,国内,Y,739,378
CZ,4573,2016-7-6 23:55:00,2016-7-7 9:10:00,国内,Y,320,312
CZ,4574,2016-7-6 23:45:00,2016-7-7 9:10:00,国内,Y,E90,140
NH,4575,2016-7-6 21:45:00,2016-7-7 9:10:00,国际,Y,763,538
CZ,4576,2016-7-6 23:00:00,2016-7-7 9:15:00,国内,Y,738,378
CZ,4577,2016-7-6 22:50:00,2016-7-7 9:15:00,国内,Y,320,312
CA,4578,2016-7-6 21:55:00,2016-7-7 9:15:00,国内,Y,73G,268
HU,4579,2016-7-7 8:15:00,2016-7-7 9:20:00,国内,Y,73G,268
ZH,4580,2016-7-6 22:25:00,2016-7-7 9:20:00,国内,Y,320,312
CZ,4581,2016-7-6 19:40:00,2016-7-7 9:20:00,国内,Y,320,312
CZ,4582,2016-7-7 8:20:00,2016-7-7 9:25:00,国内,Y,321,362
CZ,4583,2016-7-7 8:15:00,2016-7-7 9:25:00,国际,Y,321,362
CZ,4584,2016-7-6 23:35:00,2016-7-7 9:25:00,国内,Y,738,378
ZH,4585,2016-7-6 21:00:00,2016-7-7 9:25:00,国内,Y,73H,238
CZ,4586,2016-7-7 8:30:00,2016-7-7 9:30:00,国内,Y,320,312
CZ,4587,2016-7-7 5:30:00,2016-7-7 9:30:00,国际,Y,788,500
MU,4588,2016-7-7 1:25:00,2016-7-7 9:30:00,国内,Y,738,378
HO,4589,2016-7-7 1:20:00,2016-7-7 9:30:00,国内,Y,320,312
PN,4590,2016-7-7 8:30:00,2016-7-7 9:35:00,国内,Y,320,312
MF,4591,2016-7-7 8:25:00,2016-7-7 9:40:00,国内,Y,738,378
CZ,4592,2016-7-7 6:50:00,2016-7-7 9:45:00,国内,D,73G,268
CZ,4593,2016-7-7 0:15:00,2016-7-7 9:45:00,国际,Y,E90,140
ZH,4594,2016-7-7 0:05:00,2016-7-7 9:45:00,国内,Y,319,252
CZ,4595,2016-7-6 23:25:00,2016-7-7 9:45:00,国内,Y,738,378
AY,4596,2016-7-7 7:30:00,2016-7-7 9:50:00,国际,Y,333,880
HU,4597,2016-7-7 1:05:00,2016-7-7 9:50:00,国内,Y,738,378
ZH,4598,2016-7-6 22:00:00,2016-7-7 9:50:00,国内,Y,738,378
HU,4599,2016-7-6 21:15:00,2016-7-7 9:50:00,国内,Y,738,378
KA,4600,2016-7-7 8:55:00,2016-7-7 9:55:00,国际,Y,333,880
CZ,4601,2016-7-6 21:45:00,2016-7-7 9:55:00,国内,Y,738,378
FM,4602,2016-7-6 20:55:00,2016-7-7 9:55:00,国内,Y,763,538
CZ,4603,2016-7-7 6:50:00,2016-7-7 10:00:00,国内,Y,332,606
CZ,4604,2016-6-29 17:55:00,2016-7-7 10:00:00,国内,Y,321,362
CZ,4605,2016-7-7 9:25:00,2016-7-7 10:10:00,国内,Y,320,312
CZ,4606,2016-7-6 23:55:00,2016-7-7 10:10:00,国内,Y,738,378
CZ,4607,2016-7-6 22:35:00,2016-7-7 10:10:00,国内,Y,320,312
HU,4608,2016-7-7 9:15:00,2016-7-7 10:15:00,国内,Y,73G,268
3U,4609,2016-7-7 9:10:00,2016-7-7 10:15:00,国内,Y,321,362
HU,4610,2016-7-7 0:10:00,2016-7-7 10:15:00,国内,Y,738,378
CZ,4611,2016-7-7 9:35:00,2016-7-7 10:20:00,国内,Y,E90,140
AK,4612,2016-7-7 9:35:00,2016-7-7 10:20:00,国际,Y,320,312
CZ,4613,2016-7-7 9:15:00,2016-7-7 10:20:00,国内,Y,738,378
CZ,4614,2016-7-5 12:45:00,2016-7-7 10:20:00,国内,Y,333,880
CZ,4615,2016-7-7 9:30:00,2016-7-7 10:25:00,国内,3,738,378
3U,4616,2016-7-7 9:20:00,2016-7-7 10:25:00,国内,Y,333,880
CZ,4617,2016-7-6 18:20:00,2016-7-7 10:25:00,国内,Y,320,312
MU,4618,2016-7-7 9:25:00,2016-7-7 10:30:00,国内,Y,321,362
CA,4619,2016-7-7 0:20:00,2016-7-7 10:30:00,国内,Y,738,378
CZ,4620,2016-7-7 9:45:00,2016-7-7 10:35:00,国内,Y,320,312
CZ,4621,2016-7-7 9:35:00,2016-7-7 10:35:00,国内,Y,738,378
TR,4622,2016-7-7 9:55:00,2016-7-7 10:40:00,国际,Y,320,312
9C,4623,2016-7-7 9:40:00,2016-7-7 10:40:00,国内,Y,32V,312
CA,4624,2016-7-7 9:30:00,2016-7-7 10:40:00,国内,Y,321,362
CZ,4625,2016-7-7 8:55:00,2016-7-7 10:40:00,国内,Y,320,312
OQ,4626,2016-7-7 9:55:00,2016-7-7 10:45:00,国内,Y,320,312
EU,4627,2016-7-7 9:40:00,2016-7-7 10:45:00,国内,Y,32V,312
ZH,4628,2016-7-6 21:10:00,2016-7-7 10:45:00,国内,Y,738,378
HU,4629,2016-7-7 9:50:00,2016-7-7 10:50:00,国内,Y,738,378
MU,4630,2016-7-7 9:50:00,2016-7-7 10:50:00,国内,Y,320,312
ZH,4631,2016-7-7 8:55:00,2016-7-7 10:50:00,国内,Y,320,312
ZH,4632,2016-7-7 0:40:00,2016-7-7 10:50:00,国内,Y,738,378
MU,4633,2016-7-7 10:00:00,2016-7-7 10:55:00,国内,Y,320,312
CA,4634,2016-7-7 10:00:00,2016-7-7 10:55:00,国内,Y,73G,268
MF,4635,2016-7-7 9:50:00,2016-7-7 10:55:00,国内,Y,738,378
CZ,4636,2016-7-6 19:40:00,2016-7-7 10:55:00,国际,Y,321,362
CZ,4637,2016-7-6 21:10:00,2016-7-7 11:00:00,国内,Y,332,606
SU,4638,2016-7-7 9:40:00,2016-7-7 11:10:00,国际,Y,333,880
CZ,4639,2016-7-7 10:15:00,2016-7-7 11:15:00,国内,3,738,378
MU,4640,2016-7-7 10:10:00,2016-7-7 11:15:00,国内,Y,73H,238
HU,4641,2016-7-7 10:10:00,2016-7-7 11:15:00,国内,Y,333,880
ZH,4642,2016-7-6 22:20:00,2016-7-7 11:15:00,国内,Y,738,378
CZ,4643,2016-7-7 10:20:00,2016-7-7 11:20:00,国内,Y,32V,312
MU,4644,2016-7-7 10:20:00,2016-7-7 11:20:00,国内,3,320,312
MU,4645,2016-7-7 10:15:00,2016-7-7 11:20:00,国内,Y,321,362
HU,4646,2016-7-7 9:35:00,2016-7-7 11:20:00,国内,Y,738,378
MU,4647,2016-7-7 10:20:00,2016-7-7 11:25:00,国内,Y,738,378
CZ,4648,2016-7-7 10:00:00,2016-7-7 11:25:00,国内,Y,738,378
CZ,4649,2016-7-6 21:40:00,2016-7-7 11:25:00,国际,Y,320,312
CZ,4650,2016-7-5 16:10:00,2016-7-7 11:25:00,混合,Y,788,500
CA,4651,2016-7-7 10:20:00,2016-7-7 11:30:00,国内,Y,320,312
FM,4652,2016-7-7 9:50:00,2016-7-7 11:30:00,国内,Y,333,880
ZH,4653,2016-7-7 10:50:00,2016-7-7 11:35:00,国内,Y,320,312
CZ,4654,2016-7-7 10:35:00,2016-7-7 11:40:00,国内,Y,320,312
CZ,4655,2016-7-7 10:45:00,2016-7-7 11:45:00,国内,Y,321,362
CZ,4656,2016-7-7 10:40:00,2016-7-7 11:45:00,国内,3,738,378
HU,4657,2016-7-7 10:40:00,2016-7-7 11:45:00,国内,Y,738,378
OQ,4658,2016-7-7 10:50:00,2016-7-7 11:50:00,国内,Y,320,312
CZ,4659,2016-7-7 9:30:00,2016-7-7 11:50:00,国内,Y,320,312
CZ,4660,2016-7-7 0:15:00,2016-7-7 11:50:00,国内,Y,321,362
CZ,4661,2016-7-6 19:10:00,2016-7-7 11:50:00,国内,Y,738,378
HU,4662,2016-7-7 11:05:00,2016-7-7 11:55:00,国内,Y,738,378
CZ,4663,2016-7-7 10:45:00,2016-7-7 11:55:00,国内,Y,738,378
CA,4664,2016-7-7 10:45:00,2016-7-7 11:55:00,国内,Y,738,378
MU,4665,2016-7-7 10:40:00,2016-7-7 11:55:00,国内,Y,333,880
SC,4666,2016-7-7 10:45:00,2016-7-7 12:00:00,国内,Y,73H,238
CZ,4667,2016-7-7 10:40:00,2016-7-7 12:00:00,国内,Y,319,252
CZ,4668,2016-7-7 6:00:00,2016-7-7 12:00:00,国内,Y,788,500
CZ,4669,2016-7-5 11:55:00,2016-7-7 12:00:00,国内,3,332,606
MU,4670,2016-7-7 10:55:00,2016-7-7 12:05:00,国内,Y,73G,268
SC,4671,2016-7-7 11:05:00,2016-7-7 12:10:00,国内,Y,738,378
ZH,4672,2016-7-7 10:55:00,2016-7-7 12:10:00,国内,Y,320,312
MU,4673,2016-7-7 10:50:00,2016-7-7 12:10:00,国内,Y,321,362
CZ,4674,2016-7-7 11:10:00,2016-7-7 12:15:00,国内,Y,773,1100
NS,4675,2016-7-7 11:05:00,2016-7-7 12:15:00,国内,Y,738,378
CZ,4676,2016-7-7 11:15:00,2016-7-7 12:20:00,国内,Y,319,252
OZ,4677,2016-7-7 11:10:00,2016-7-7 12:20:00,国际,Y,763,538
CZ,4678,2016-7-7 9:45:00,2016-7-7 12:20:00,国内,Y,738,378
CZ,4679,2016-7-7 11:45:00,2016-7-7 12:25:00,国内,Y,319,252
CZ,4680,2016-7-7 11:40:00,2016-7-7 12:25:00,国内,Y,320,312
MF,4681,2016-7-7 11:15:00,2016-7-7 12:25:00,国内,Y,738,378
FM,4682,2016-7-7 10:55:00,2016-7-7 12:30:00,国内,Y,333,880
CA,4683,2016-7-7 10:55:00,2016-7-7 12:30:00,国内,Y,321,362
CZ,4684,2016-7-7 11:45:00,2016-7-7 12:35:00,国内,Y,738,378
CZ,4685,2016-7-7 11:40:00,2016-7-7 12:35:00,国际,Y,321,362
FM,4686,2016-7-7 11:25:00,2016-7-7 12:35:00,国内,Y,738,378
CA,4687,2016-7-6 23:55:00,2016-7-7 12:35:00,国内,Y,73G,268
KE,4688,2016-7-7 11:30:00,2016-7-7 12:40:00,国际,Y,333,880
CZ,4689,2016-7-7 11:20:00,2016-7-7 12:40:00,国际,Y,738,378
CA,4690,2016-7-7 11:55:00,2016-7-7 12:45:00,国内,Y,73W,298
CZ,4691,2016-7-7 11:50:00,2016-7-7 12:45:00,国际,Y,321,362
CZ,4692,2016-7-7 11:35:00,2016-7-7 12:45:00,国内,Y,E90,140
SC,4693,2016-7-7 11:25:00,2016-7-7 12:50:00,国内,Y,738,378
CZ,4694,2016-7-6 23:45:00,2016-7-7 12:50:00,国内,Y,738,378
CZ,4695,2016-7-7 11:35:00,2016-7-7 12:55:00,国内,Y,321,362
CZ,4696,2016-7-7 11:30:00,2016-7-7 12:55:00,国际,Y,73W,298
CZ,4697,2016-7-7 11:20:00,2016-7-7 12:55:00,国内,Y,738,378
CZ,4698,2016-7-7 11:55:00,2016-7-7 13:00:00,国内,Y,333,880
HU,4699,2016-7-7 11:50:00,2016-7-7 13:00:00,国内,Y,763,538
CZ,4700,2016-7-7 11:45:00,2016-7-7 13:00:00,国内,Y,321,362
ZH,4701,2016-7-7 10:10:00,2016-7-7 13:00:00,国内,Y,738,378
ZH,4702,2016-7-7 11:50:00,2016-7-7 13:05:00,国内,Y,320,312
MU,4703,2016-7-7 12:05:00,2016-7-7 13:10:00,国内,Y,320,312
MF,4704,2016-7-7 12:10:00,2016-7-7 13:15:00,国内,Y,738,378
3U,4705,2016-7-7 12:00:00,2016-7-7 13:15:00,国内,Y,320,312
ZH,4706,2016-7-7 11:50:00,2016-7-7 13:15:00,国内,Y,738,378
CZ,4707,2016-7-7 10:25:00,2016-7-7 13:15:00,国内,3,738,378
CZ,4708,2016-7-7 12:10:00,2016-7-7 13:20:00,国内,3,320,312
CZ,4709,2016-7-7 11:40:00,2016-7-7 13:20:00,国内,Y,738,378
CZ,4710,2016-7-7 10:25:00,2016-7-7 13:20:00,国内,Y,321,362
MU,4711,2016-7-7 12:25:00,2016-7-7 13:25:00,国内,Y,321,362
SQ,4712,2016-7-7 12:20:00,2016-7-7 13:25:00,国际,Y,333,880
CZ,4713,2016-7-7 12:05:00,2016-7-7 13:25:00,国内,Y,320,312
CA,4714,2016-7-7 12:25:00,2016-7-7 13:30:00,国内,Y,772,752
FM,4715,2016-7-7 11:55:00,2016-7-7 13:30:00,国内,Y,73H,238
CA,4716,2016-7-7 11:45:00,2016-7-7 13:30:00,国内,Y,319,252
CZ,4717,2016-7-7 12:25:00,2016-7-7 13:35:00,国内,Y,738,378
CZ,4718,2016-7-7 12:20:00,2016-7-7 13:35:00,国内,Y,319,252
ZH,4719,2016-7-7 9:55:00,2016-7-7 13:40:00,国内,Y,738,378
JD,4720,2016-7-7 12:40:00,2016-7-7 13:45:00,国内,Y,320,312
K6,4721,2016-7-7 12:35:00,2016-7-7 13:45:00,国际,Y,321,362
CZ,4722,2016-7-7 12:25:00,2016-7-7 13:45:00,国内,Y,E90,140
CZ,4723,2016-7-7 12:45:00,2016-7-7 13:50:00,国内,Y,738,378
FM,4724,2016-7-7 12:40:00,2016-7-7 13:50:00,国内,Y,738,378
CZ,4725,2016-7-7 11:30:00,2016-7-7 13:50:00,国际,Y,738,378
CA,4726,2016-7-7 12:55:00,2016-7-7 13:55:00,国内,Y,73G,268
CZ,4727,2016-7-7 12:50:00,2016-7-7 13:55:00,国际,Y,E90,140
CZ,4728,2016-7-7 12:50:00,2016-7-7 13:55:00,国内,Y,321,362
CZ,4729,2016-7-7 12:20:00,2016-7-7 13:55:00,国内,Y,321,362
CZ,4730,2016-7-7 12:55:00,2016-7-7 14:00:00,国内,3,332,606
CZ,4731,2016-7-7 12:50:00,2016-7-7 14:00:00,混合,Y,320,312
ZH,4732,2016-7-7 11:35:00,2016-7-7 14:00:00,国内,Y,738,378
CZ,4733,2016-7-7 5:45:00,2016-7-7 14:00:00,国际,Y,773,1100
MU,4734,2016-7-7 13:00:00,2016-7-7 14:05:00,国内,Y,738,378
ZH,4735,2016-7-7 12:45:00,2016-7-7 14:05:00,国内,Y,320,312
CZ,4736,2016-7-7 13:05:00,2016-7-7 14:10:00,国内,Y,320,312
KN,4737,2016-7-7 13:00:00,2016-7-7 14:10:00,国内,Y,738,378
ZH,4738,2016-7-7 12:50:00,2016-7-7 14:10:00,国内,Y,320,312
MU,4739,2016-7-7 12:20:00,2016-7-7 14:10:00,国内,Y,738,378
CZ,4740,2016-7-7 13:25:00,2016-7-7 14:15:00,国际,Y,73G,268
8M,4741,2016-7-7 13:15:00,2016-7-7 14:15:00,国际,Y,319,252
NH,4742,2016-7-7 13:05:00,2016-7-7 14:15:00,国际,Y,763,538
CZ,4743,2016-7-7 12:45:00,2016-7-7 14:15:00,国际,Y,333,880
CZ,4744,2016-7-7 12:55:00,2016-7-7 14:20:00,国内,Y,319,252
CZ,4745,2016-7-6 22:50:00,2016-7-7 14:20:00,国内,Y,319,252
CZ,4746,2016-7-7 13:30:00,2016-7-7 14:25:00,国内,Y,320,312
MF,4747,2016-7-7 13:20:00,2016-7-7 14:25:00,国内,Y,73G,268
CZ,4748,2016-7-7 13:15:00,2016-7-7 14:25:00,国内,Y,738,378
MU,4749,2016-7-7 13:25:00,2016-7-7 14:30:00,国内,Y,73G,268
MU,4750,2016-7-7 12:55:00,2016-7-7 14:30:00,国内,Y,321,362
JL,4751,2016-7-7 12:30:00,2016-7-7 14:30:00,国际,Y,763,538
CZ,4752,2016-7-6 22:10:00,2016-7-7 14:35:00,国际,Y,773,1100
CZ,4753,2016-7-7 13:35:00,2016-7-7 14:40:00,国内,Y,319,252
GJ,4754,2016-7-7 13:35:00,2016-7-7 14:40:00,国内,Y,320,312
MH,4755,2016-7-7 13:35:00,2016-7-7 14:40:00,国际,Y,738,378
CZ,4756,2016-7-7 13:55:00,2016-7-7 14:45:00,国内,Y,738,378
HU,4757,2016-7-7 12:35:00,2016-7-7 14:45:00,国内,Y,738,378
CZ,4758,2016-7-7 13:45:00,2016-7-7 14:50:00,国内,Y,73G,268
ZH,4759,2016-7-7 13:40:00,2016-7-7 14:50:00,国内,Y,738,378
HU,4760,2016-7-7 14:00:00,2016-7-7 14:55:00,国内,Y,738,378
CZ,4761,2016-7-7 13:45:00,2016-7-7 14:55:00,国际,Y,738,378
CZ,4762,2016-7-7 13:45:00,2016-7-7 14:55:00,国内,Y,319,252
CZ,4763,2016-7-7 12:45:00,2016-7-7 14:55:00,国内,Y,320,312
OQ,4764,2016-7-7 14:00:00,2016-7-7 15:00:00,国内,Y,320,312
CZ,4765,2016-7-7 12:10:00,2016-7-7 15:00:00,国内,Y,321,362
CZ,4766,2016-7-7 13:55:00,2016-7-7 15:05:00,国内,Y,738,378
CZ,4767,2016-7-7 13:40:00,2016-7-7 15:05:00,国内,Y,E90,140
CZ,4768,2016-7-7 13:35:00,2016-7-7 15:05:00,国际,Y,320,312
HU,4769,2016-7-7 13:20:00,2016-7-7 15:05:00,国内,Y,738,378
CZ,4770,2016-7-7 13:40:00,2016-7-7 15:10:00,国内,Y,738,378
CZ,4771,2016-7-7 14:25:00,2016-7-7 15:15:00,国内,Y,E90,140
VN,4772,2016-7-7 14:10:00,2016-7-7 15:15:00,国际,Y,321,362
KN,4773,2016-7-7 14:00:00,2016-7-7 15:20:00,国内,Y,738,378
GS,4774,2016-7-7 14:20:00,2016-7-7 15:25:00,国内,Y,32V,312
CA,4775,2016-7-7 14:20:00,2016-7-7 15:25:00,国内,Y,319,252
CZ,4776,2016-7-7 14:15:00,2016-7-7 15:30:00,国内,Y,321,362
CA,4777,2016-7-7 14:15:00,2016-7-7 15:30:00,国内,3,789,750
MU,4778,2016-7-7 13:55:00,2016-7-7 15:30:00,国内,Y,321,362
ZH,4779,2016-7-7 13:50:00,2016-7-7 15:35:00,国内,Y,320,312
CZ,4780,2016-7-7 14:45:00,2016-7-7 15:40:00,国内,Y,320,312
ZH,4781,2016-7-7 9:45:00,2016-7-7 15:40:00,国内,Y,738,378
GA,4782,2016-7-7 14:45:00,2016-7-7 15:45:00,国际,Y,738,378
TG,4783,2016-7-7 14:35:00,2016-7-7 15:45:00,国际,Y,773,1100
CZ,4784,2016-7-7 14:25:00,2016-7-7 15:45:00,国内,Y,319,252
CZ,4785,2016-7-7 14:40:00,2016-7-7 15:50:00,国内,Y,738,378
CZ,4786,2016-7-7 14:40:00,2016-7-7 15:50:00,国内,Y,738,378
CZ,4787,2016-7-7 14:35:00,2016-7-7 15:50:00,国内,Y,73G,268
CZ,4788,2016-7-7 14:15:00,2016-7-7 15:50:00,国内,Y,788,500
CZ,4789,2016-7-7 15:15:00,2016-7-7 15:55:00,国内,Y,320,312
CZ,4790,2016-7-7 14:10:00,2016-7-7 16:00:00,国内,Y,773,1100
MU,4791,2016-7-7 15:10:00,2016-7-7 16:05:00,国内,Y,738,378
CZ,4792,2016-7-7 14:50:00,2016-7-7 16:05:00,国内,Y,319,252
CZ,4793,2016-7-7 14:30:00,2016-7-7 16:05:00,国际,Y,738,378
9C,4794,2016-7-7 15:05:00,2016-7-7 16:10:00,国内,Y,320,312
ZH,4795,2016-7-7 15:00:00,2016-7-7 16:10:00,国内,Y,73H,238
CZ,4796,2016-7-7 14:50:00,2016-7-7 16:10:00,国内,Y,738,378
CZ,4797,2016-7-7 13:45:00,2016-7-7 16:10:00,国际,Y,738,378
CZ,4798,2016-7-7 15:15:00,2016-7-7 16:15:00,国内,Y,738,378
CZ,4799,2016-7-7 15:05:00,2016-7-7 16:15:00,国内,Y,319,252
HU,4800,2016-7-7 13:40:00,2016-7-7 16:15:00,国内,Y,738,378
VN,4801,2016-7-7 15:20:00,2016-7-7 16:20:00,国际,Y,321,362
CZ,4802,2016-7-7 15:10:00,2016-7-7 16:20:00,国际,Y,321,362
CZ,4803,2016-7-7 14:40:00,2016-7-7 16:20:00,国际,Y,32V,312
HU,4804,2016-7-7 15:10:00,2016-7-7 16:25:00,国内,Y,333,880
CZ,4805,2016-7-7 14:55:00,2016-7-7 16:25:00,国内,Y,320,312
CZ,4806,2016-7-7 10:50:00,2016-7-7 16:25:00,国际,Y,332,606
MU,4807,2016-7-7 15:00:00,2016-7-7 16:30:00,国内,Y,738,378
CA,4808,2016-7-7 14:55:00,2016-7-7 16:30:00,国内,Y,738,378
CZ,4809,2016-7-7 15:45:00,2016-7-7 16:35:00,国内,Y,738,378
CZ,4810,2016-7-7 15:20:00,2016-7-7 16:35:00,国内,Y,738,378
CZ,4811,2016-7-7 15:35:00,2016-7-7 16:40:00,国内,Y,320,312
CZ,4812,2016-7-7 15:25:00,2016-7-7 16:40:00,国内,Y,320,312
CZ,4813,2016-7-7 15:25:00,2016-7-7 16:40:00,国内,Y,738,378
CZ,4814,2016-7-7 14:45:00,2016-7-7 16:40:00,国内,Y,319,252
CA,4815,2016-7-7 15:40:00,2016-7-7 16:45:00,国内,Y,738,378
MU,4816,2016-7-7 15:35:00,2016-7-7 16:45:00,国内,Y,320,312
CZ,4817,2016-7-7 14:25:00,2016-7-7 16:45:00,国内,Y,E90,140
CA,4818,2016-7-7 15:45:00,2016-7-7 16:50:00,国内,Y,320,312
CZ,4819,2016-7-7 15:45:00,2016-7-7 16:50:00,国际,Y,738,378
CZ,4820,2016-7-7 13:50:00,2016-7-7 16:50:00,国内,Y,E90,140
MU,4821,2016-7-7 15:50:00,2016-7-7 16:55:00,国内,Y,320,312
HU,4822,2016-7-7 15:15:00,2016-7-7 16:55:00,国内,Y,738,378
CZ,4823,2016-7-7 15:55:00,2016-7-7 17:00:00,国内,Y,773,1100
CZ,4824,2016-7-7 15:50:00,2016-7-7 17:00:00,国内,Y,320,312
CZ,4825,2016-7-7 15:20:00,2016-7-7 17:00:00,国内,Y,773,1100
CZ,4826,2016-7-7 16:25:00,2016-7-7 17:05:00,国内,Y,319,252
CA,4827,2016-7-7 16:05:00,2016-7-7 17:05:00,国内,Y,321,362
3U,4828,2016-7-7 15:55:00,2016-7-7 17:05:00,国内,Y,320,312
CZ,4829,2016-7-7 15:40:00,2016-7-7 17:05:00,国内,Y,320,312
YT,4830,2016-7-5 12:05:00,2016-7-7 17:05:00,国内,5,G55,
QV,4831,2016-7-7 16:10:00,2016-7-7 17:10:00,国际,Y,320,312
CZ,4832,2016-7-7 16:05:00,2016-7-7 17:10:00,国际,Y,319,252
ZH,4833,2016-7-7 15:10:00,2016-7-7 17:10:00,国内,Y,320,312
CZ,4834,2016-7-7 14:40:00,2016-7-7 17:10:00,国内,Y,E90,140
MF,4835,2016-7-7 16:05:00,2016-7-7 17:15:00,国内,Y,738,378
CZ,4836,2016-7-7 15:40:00,2016-7-7 17:15:00,国内,Y,320,312
CZ,4837,2016-7-7 14:35:00,2016-7-7 17:15:00,国际,Y,320,312
CZ,4838,2016-7-7 15:45:00,2016-7-7 17:20:00,国内,Y,73G,268
CZ,4839,2016-7-7 16:00:00,2016-7-7 17:25:00,国内,Y,320,312
CA,4840,2016-7-7 16:25:00,2016-7-7 17:30:00,国内,Y,320,312
CI,4841,2016-7-7 16:15:00,2016-7-7 17:30:00,国际,Y,773,1100
FM,4842,2016-7-7 15:50:00,2016-7-7 17:30:00,国内,Y,763,538
MU,4843,2016-7-7 16:30:00,2016-7-7 17:35:00,国内,Y,320,312
MU,4844,2016-7-7 16:35:00,2016-7-7 17:40:00,国内,Y,320,312
MU,4845,2016-7-7 16:30:00,2016-7-7 17:40:00,国内,Y,73G,268
HU,4846,2016-7-7 16:35:00,2016-7-7 17:45:00,国内,Y,738,378
9C,4847,2016-7-7 16:45:00,2016-7-7 17:50:00,国内,Y,32V,312
MU,4848,2016-7-7 16:40:00,2016-7-7 17:50:00,国内,Y,738,378
MU,4849,2016-7-7 16:50:00,2016-7-7 17:55:00,国内,Y,320,312
